image_path,label,dataset,case_id
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0847.jpg,1,TN3K_trainval,0847
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2371.jpg,0,TN3K_trainval,2371
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0468.jpg,0,TN3K_trainval,0468
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2008.jpg,1,TN3K_trainval,2008
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0952.jpg,0,TN3K_trainval,0952
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0058.jpg,0,TN3K_trainval,0058
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2109.jpg,1,TN3K_trainval,2109
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1455.jpg,1,TN3K_trainval,1455
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2451.jpg,0,TN3K_trainval,2451
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2472.jpg,0,TN3K_trainval,2472
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2203.jpg,1,TN3K_trainval,2203
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2652.jpg,0,TN3K_trainval,2652
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1802.jpg,0,TN3K_trainval,1802
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1273.jpg,0,TN3K_trainval,1273
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0051.jpg,0,TN3K_trainval,0051
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0219.jpg,0,TN3K_trainval,0219
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0563.jpg,0,TN3K_trainval,0563
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2577.jpg,0,TN3K_trainval,2577
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0761.jpg,1,TN3K_trainval,0761
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0513.jpg,0,TN3K_trainval,0513
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0772.jpg,1,TN3K_trainval,0772
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1793.jpg,0,TN3K_trainval,1793
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2339.jpg,0,TN3K_trainval,2339
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1751.jpg,0,TN3K_trainval,1751
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1418.jpg,1,TN3K_trainval,1418
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0309.jpg,0,TN3K_trainval,0309
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0370.jpg,0,TN3K_trainval,0370
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1342.jpg,0,TN3K_trainval,1342
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2730.jpg,1,TN3K_trainval,2730
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0072.jpg,0,TN3K_trainval,0072
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1180.jpg,0,TN3K_trainval,1180
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2002.jpg,1,TN3K_trainval,2002
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0189.jpg,0,TN3K_trainval,0189
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1441.jpg,1,TN3K_trainval,1441
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0571.jpg,0,TN3K_trainval,0571
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1041.jpg,0,TN3K_trainval,1041
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1007.jpg,0,TN3K_trainval,1007
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1823.jpg,0,TN3K_trainval,1823
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0913.jpg,1,TN3K_trainval,0913
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0806.jpg,1,TN3K_trainval,0806
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0770.jpg,1,TN3K_trainval,0770
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2370.jpg,0,TN3K_trainval,2370
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0588.jpg,0,TN3K_trainval,0588
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2560.jpg,0,TN3K_trainval,2560
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2822.jpg,1,TN3K_trainval,2822
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1202.jpg,0,TN3K_trainval,1202
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1523.jpg,1,TN3K_trainval,1523
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0360.jpg,0,TN3K_trainval,0360
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0678.jpg,0,TN3K_trainval,0678
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0104.jpg,0,TN3K_trainval,0104
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1705.jpg,0,TN3K_trainval,1705
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1659.jpg,0,TN3K_trainval,1659
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1490.jpg,1,TN3K_trainval,1490
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2579.jpg,0,TN3K_trainval,2579
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2592.jpg,0,TN3K_trainval,2592
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0030.jpg,0,TN3K_trainval,0030
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2213.jpg,1,TN3K_trainval,2213
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2057.jpg,1,TN3K_trainval,2057
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0036.jpg,0,TN3K_trainval,0036
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1423.jpg,1,TN3K_trainval,1423
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1260.jpg,0,TN3K_trainval,1260
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1016.jpg,0,TN3K_trainval,1016
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0659.jpg,0,TN3K_trainval,0659
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0621.jpg,0,TN3K_trainval,0621
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2795.jpg,1,TN3K_trainval,2795
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2509.jpg,0,TN3K_trainval,2509
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1926.jpg,0,TN3K_trainval,1926
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2796.jpg,1,TN3K_trainval,2796
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1896.jpg,0,TN3K_trainval,1896
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0795.jpg,1,TN3K_trainval,0795
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1300.jpg,0,TN3K_trainval,1300
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0357.jpg,0,TN3K_trainval,0357
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0939.jpg,1,TN3K_trainval,0939
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1755.jpg,0,TN3K_trainval,1755
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2277.jpg,1,TN3K_trainval,2277
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0683.jpg,0,TN3K_trainval,0683
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2812.jpg,1,TN3K_trainval,2812
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2078.jpg,1,TN3K_trainval,2078
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1995.jpg,1,TN3K_trainval,1995
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1330.jpg,0,TN3K_trainval,1330
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0677.jpg,0,TN3K_trainval,0677
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1032.jpg,0,TN3K_trainval,1032
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1616.jpg,1,TN3K_trainval,1616
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2516.jpg,0,TN3K_trainval,2516
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2391.jpg,0,TN3K_trainval,2391
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1422.jpg,1,TN3K_trainval,1422
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2126.jpg,1,TN3K_trainval,2126
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2563.jpg,0,TN3K_trainval,2563
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2189.jpg,1,TN3K_trainval,2189
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1433.jpg,1,TN3K_trainval,1433
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0283.jpg,0,TN3K_trainval,0283
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0168.jpg,0,TN3K_trainval,0168
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0052.jpg,0,TN3K_trainval,0052
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1275.jpg,0,TN3K_trainval,1275
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1880.jpg,0,TN3K_trainval,1880
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0198.jpg,0,TN3K_trainval,0198
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1602.jpg,1,TN3K_trainval,1602
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1559.jpg,1,TN3K_trainval,1559
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1059.jpg,0,TN3K_trainval,1059
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0442.jpg,0,TN3K_trainval,0442
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2731.jpg,1,TN3K_trainval,2731
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1382.jpg,0,TN3K_trainval,1382
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0488.jpg,0,TN3K_trainval,0488
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0407.jpg,0,TN3K_trainval,0407
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1733.jpg,0,TN3K_trainval,1733
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2103.jpg,1,TN3K_trainval,2103
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1136.jpg,0,TN3K_trainval,1136
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0739.jpg,1,TN3K_trainval,0739
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0753.jpg,1,TN3K_trainval,0753
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0837.jpg,1,TN3K_trainval,0837
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2178.jpg,1,TN3K_trainval,2178
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0934.jpg,1,TN3K_trainval,0934
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0511.jpg,0,TN3K_trainval,0511
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2851.jpg,1,TN3K_trainval,2851
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0956.jpg,0,TN3K_trainval,0956
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0935.jpg,1,TN3K_trainval,0935
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1155.jpg,0,TN3K_trainval,1155
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1421.jpg,1,TN3K_trainval,1421
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0065.jpg,0,TN3K_trainval,0065
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0435.jpg,0,TN3K_trainval,0435
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1112.jpg,0,TN3K_trainval,1112
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2642.jpg,0,TN3K_trainval,2642
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0318.jpg,0,TN3K_trainval,0318
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1245.jpg,0,TN3K_trainval,1245
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1962.jpg,0,TN3K_trainval,1962
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0322.jpg,0,TN3K_trainval,0322
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1584.jpg,1,TN3K_trainval,1584
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1461.jpg,1,TN3K_trainval,1461
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1632.jpg,0,TN3K_trainval,1632
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1522.jpg,1,TN3K_trainval,1522
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2759.jpg,1,TN3K_trainval,2759
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0924.jpg,1,TN3K_trainval,0924
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2585.jpg,0,TN3K_trainval,2585
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1900.jpg,0,TN3K_trainval,1900
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2377.jpg,0,TN3K_trainval,2377
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1168.jpg,0,TN3K_trainval,1168
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2538.jpg,0,TN3K_trainval,2538
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2021.jpg,1,TN3K_trainval,2021
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2811.jpg,1,TN3K_trainval,2811
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0127.jpg,0,TN3K_trainval,0127
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1695.jpg,0,TN3K_trainval,1695
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2790.jpg,1,TN3K_trainval,2790
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1715.jpg,0,TN3K_trainval,1715
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0034.jpg,0,TN3K_trainval,0034
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1538.jpg,1,TN3K_trainval,1538
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1324.jpg,0,TN3K_trainval,1324
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1699.jpg,0,TN3K_trainval,1699
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1951.jpg,0,TN3K_trainval,1951
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0346.jpg,0,TN3K_trainval,0346
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0110.jpg,0,TN3K_trainval,0110
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2853.jpg,1,TN3K_trainval,2853
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1512.jpg,1,TN3K_trainval,1512
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2788.jpg,1,TN3K_trainval,2788
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1341.jpg,0,TN3K_trainval,1341
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1601.jpg,1,TN3K_trainval,1601
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0093.jpg,0,TN3K_trainval,0093
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1147.jpg,0,TN3K_trainval,1147
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0062.jpg,0,TN3K_trainval,0062
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0278.jpg,0,TN3K_trainval,0278
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0158.jpg,0,TN3K_trainval,0158
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2840.jpg,1,TN3K_trainval,2840
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1077.jpg,0,TN3K_trainval,1077
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1993.jpg,1,TN3K_trainval,1993
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0215.jpg,0,TN3K_trainval,0215
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2167.jpg,1,TN3K_trainval,2167
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0740.jpg,1,TN3K_trainval,0740
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0985.jpg,0,TN3K_trainval,0985
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0120.jpg,0,TN3K_trainval,0120
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0605.jpg,0,TN3K_trainval,0605
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1908.jpg,0,TN3K_trainval,1908
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1124.jpg,0,TN3K_trainval,1124
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2729.jpg,1,TN3K_trainval,2729
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1389.jpg,0,TN3K_trainval,1389
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1406.jpg,1,TN3K_trainval,1406
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1579.jpg,1,TN3K_trainval,1579
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1976.jpg,0,TN3K_trainval,1976
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2833.jpg,1,TN3K_trainval,2833
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1540.jpg,1,TN3K_trainval,1540
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2828.jpg,1,TN3K_trainval,2828
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2014.jpg,1,TN3K_trainval,2014
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1096.jpg,0,TN3K_trainval,1096
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1686.jpg,0,TN3K_trainval,1686
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1234.jpg,0,TN3K_trainval,1234
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1019.jpg,0,TN3K_trainval,1019
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2079.jpg,1,TN3K_trainval,2079
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1650.jpg,0,TN3K_trainval,1650
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2295.jpg,0,TN3K_trainval,2295
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1925.jpg,0,TN3K_trainval,1925
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1763.jpg,0,TN3K_trainval,1763
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0627.jpg,0,TN3K_trainval,0627
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2151.jpg,1,TN3K_trainval,2151
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1079.jpg,0,TN3K_trainval,1079
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1718.jpg,0,TN3K_trainval,1718
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0572.jpg,0,TN3K_trainval,0572
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1442.jpg,1,TN3K_trainval,1442
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2220.jpg,1,TN3K_trainval,2220
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1496.jpg,1,TN3K_trainval,1496
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2368.jpg,0,TN3K_trainval,2368
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0141.jpg,0,TN3K_trainval,0141
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0843.jpg,1,TN3K_trainval,0843
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2744.jpg,1,TN3K_trainval,2744
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2334.jpg,0,TN3K_trainval,2334
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2193.jpg,1,TN3K_trainval,2193
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0961.jpg,0,TN3K_trainval,0961
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1395.jpg,1,TN3K_trainval,1395
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2033.jpg,1,TN3K_trainval,2033
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0416.jpg,0,TN3K_trainval,0416
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1129.jpg,0,TN3K_trainval,1129
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2521.jpg,0,TN3K_trainval,2521
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0529.jpg,0,TN3K_trainval,0529
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0680.jpg,0,TN3K_trainval,0680
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1947.jpg,0,TN3K_trainval,1947
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1215.jpg,0,TN3K_trainval,1215
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0138.jpg,0,TN3K_trainval,0138
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1120.jpg,0,TN3K_trainval,1120
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1247.jpg,0,TN3K_trainval,1247
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1919.jpg,0,TN3K_trainval,1919
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0470.jpg,0,TN3K_trainval,0470
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2237.jpg,1,TN3K_trainval,2237
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2267.jpg,1,TN3K_trainval,2267
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1415.jpg,1,TN3K_trainval,1415
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0244.jpg,0,TN3K_trainval,0244
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0631.jpg,0,TN3K_trainval,0631
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2645.jpg,0,TN3K_trainval,2645
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2841.jpg,1,TN3K_trainval,2841
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0493.jpg,0,TN3K_trainval,0493
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1986.jpg,0,TN3K_trainval,1986
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0984.jpg,0,TN3K_trainval,0984
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2257.jpg,1,TN3K_trainval,2257
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1287.jpg,0,TN3K_trainval,1287
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2797.jpg,1,TN3K_trainval,2797
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2768.jpg,1,TN3K_trainval,2768
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0220.jpg,0,TN3K_trainval,0220
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2749.jpg,1,TN3K_trainval,2749
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2200.jpg,1,TN3K_trainval,2200
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0297.jpg,0,TN3K_trainval,0297
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1104.jpg,0,TN3K_trainval,1104
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0197.jpg,0,TN3K_trainval,0197
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1407.jpg,1,TN3K_trainval,1407
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\0606.jpg,0,TN3K_trainval,0606
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2614.jpg,0,TN3K_trainval,2614
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2031.jpg,1,TN3K_trainval,2031
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\2639.jpg,0,TN3K_trainval,2639
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1431.jpg,1,TN3K_trainval,1431
D:\Thyroid-BHI-26\Thyroid Dataset\tn3k\trainval-image\1432.jpg,1,TN3K_trainval,1432
